SID,Age,Sex,Language,Experimenter,Coder,Exclude,Exclusion_reason,Knower_level,Task,Trial_number,Task_item,Response,Correct,Mem_check_1,Mem_check_2,Counted,Notes,Exclude_trial,Exclude_trial_reason
small_sf_1_1,2.688569473,M,English,AP,AP,1,Pilot,0,Give_N,13,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_1,2.688569473,M,English,AP,AP,1,Pilot,0,Highest_count,NA,NA,3,NA,NA,NA,NA,,0,
small_sf_1_1,2.688569473,M,English,AP,AP,1,Pilot,0,HC_error,NA,NA,3,NA,NA,NA,NA,,1,Pilot
small_sf_1_2,2.488706366,F,English,AP,SL,1,Pilot,0,SF,Training,0,2,0,0,0,NA,,1,Pilot
small_sf_1_2,2.488706366,F,English,AP,SL,1,Pilot,0,SF,1,1,3,0,0,0,NA,,1,Pilot
small_sf_1_2,2.488706366,F,English,AP,SL,1,Pilot,0,SF,2,3,5,0,1,,NA,,1,Pilot
small_sf_1_2,2.488706366,F,English,AP,SL,1,Pilot,0,SF,3,5,6,1,0,0,NA,,1,Pilot
small_sf_1_2,2.488706366,F,English,AP,SL,1,Pilot,0,SF,4,2,3,1,0,0,NA,,1,Pilot
small_sf_1_2,2.488706366,F,English,AP,SL,1,Pilot,0,SF,5,4,5,1,0,0,NA,,1,Pilot
small_sf_1_2,2.488706366,F,English,AP,SL,1,Pilot,0,SF,6,3,5,0,1,,NA,,1,Pilot
small_sf_1_2,2.488706366,F,English,AP,SL,1,Pilot,0,SF,7,5,7,0,0,0,NA,,1,Pilot
small_sf_1_2,2.488706366,F,English,AP,SL,1,Pilot,0,SF,8,1,3,0,0,0,NA,,1,Pilot
small_sf_1_2,2.488706366,F,English,AP,SL,1,Pilot,0,SF,9,2,3,1,0,0,NA,,1,Pilot
small_sf_1_2,2.488706366,F,English,AP,SL,1,Pilot,0,SF,10,4,6,0,0,0,NA,,1,Pilot
small_sf_1_2,2.488706366,F,English,AP,SL,1,Pilot,0,Give_N,1,1,10,0,NA,NA,1,,0,
small_sf_1_2,2.488706366,F,English,AP,SL,1,Pilot,0,Give_N,2,1,10,0,NA,NA,1,,0,
small_sf_1_2,2.488706366,F,English,AP,SL,1,Pilot,0,Give_N,3,1,10,0,NA,NA,1,,0,
small_sf_1_2,2.488706366,F,English,AP,SL,1,Pilot,0,Give_N,4,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_2,2.488706366,F,English,AP,SL,1,Pilot,0,Give_N,5,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_2,2.488706366,F,English,AP,SL,1,Pilot,0,Give_N,6,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_2,2.488706366,F,English,AP,SL,1,Pilot,0,Give_N,7,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_2,2.488706366,F,English,AP,SL,1,Pilot,0,Give_N,8,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_2,2.488706366,F,English,AP,SL,1,Pilot,0,Give_N,9,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_2,2.488706366,F,English,AP,SL,1,Pilot,0,Give_N,10,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_2,2.488706366,F,English,AP,SL,1,Pilot,0,Give_N,11,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_2,2.488706366,F,English,AP,SL,1,Pilot,0,Give_N,12,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_2,2.488706366,F,English,AP,SL,1,Pilot,0,Give_N,13,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_2,2.488706366,F,English,AP,SL,1,Pilot,0,Highest_count,NA,NA,3,NA,NA,NA,NA,,0,
small_sf_1_2,2.488706366,F,English,AP,SL,1,Pilot,0,HC_error,NA,NA,5,NA,NA,NA,NA,,1,Pilot
small_sf_1_3,2.379192334,F,English,AP,SL,1,Pilot,1,SF,Training,0,1,1,0,0,NA,,1,Pilot
small_sf_1_3,2.379192334,F,English,AP,SL,1,Pilot,1,SF,1,1,2,1,1,,NA,,1,Pilot
small_sf_1_3,2.379192334,F,English,AP,SL,1,Pilot,1,SF,2,3,5,0,0,0,NA,,1,Pilot
small_sf_1_3,2.379192334,F,English,AP,SL,1,Pilot,1,SF,3,5,6,1,0,0,NA,,1,Pilot
small_sf_1_3,2.379192334,F,English,AP,SL,1,Pilot,1,SF,4,2,4,0,1,,NA,,1,Pilot
small_sf_1_3,2.379192334,F,English,AP,SL,1,Pilot,1,SF,5,4,5,1,0,0,NA,,1,Pilot
small_sf_1_3,2.379192334,F,English,AP,SL,1,Pilot,1,SF,6,3,4,1,0,1,NA,,1,Pilot
small_sf_1_3,2.379192334,F,English,AP,SL,1,Pilot,1,SF,7,5,7,0,0,0,NA,,1,Pilot
small_sf_1_3,2.379192334,F,English,AP,SL,1,Pilot,1,SF,8,1,3,0,1,,NA,,1,Pilot
small_sf_1_3,2.379192334,F,English,AP,SL,1,Pilot,1,SF,9,2,3,1,1,,NA,,1,Pilot
small_sf_1_3,2.379192334,F,English,AP,SL,1,Pilot,1,SF,10,4,6,0,0,0,NA,,1,Pilot
small_sf_1_3,2.379192334,F,English,AP,SL,1,Pilot,1,Give_N,1,1,1,1,NA,NA,NA,,0,
small_sf_1_3,2.379192334,F,English,AP,SL,1,Pilot,1,Give_N,2,2,5,0,NA,NA,1,,0,
small_sf_1_3,2.379192334,F,English,AP,SL,1,Pilot,1,Give_N,3,1,1,1,NA,NA,NA,,0,
small_sf_1_3,2.379192334,F,English,AP,SL,1,Pilot,1,Give_N,4,2,6,0,NA,NA,1,,0,
small_sf_1_3,2.379192334,F,English,AP,SL,1,Pilot,1,Give_N,5,1,1,1,NA,NA,NA,,0,
small_sf_1_3,2.379192334,F,English,AP,SL,1,Pilot,1,Give_N,6,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_3,2.379192334,F,English,AP,SL,1,Pilot,1,Give_N,7,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_3,2.379192334,F,English,AP,SL,1,Pilot,1,Give_N,8,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_3,2.379192334,F,English,AP,SL,1,Pilot,1,Give_N,9,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_3,2.379192334,F,English,AP,SL,1,Pilot,1,Give_N,10,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_3,2.379192334,F,English,AP,SL,1,Pilot,1,Give_N,11,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_3,2.379192334,F,English,AP,SL,1,Pilot,1,Give_N,12,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_3,2.379192334,F,English,AP,SL,1,Pilot,1,Give_N,13,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_3,2.379192334,F,English,AP,SL,1,Pilot,1,Highest_count,NA,NA,7,NA,NA,NA,NA,lined up bananas to encourage/aid counting,0,
small_sf_1_3,2.379192334,F,English,AP,SL,1,Pilot,1,HC_error,NA,NA,11,NA,NA,NA,NA,,1,Pilot
small_sf_1_4,2.811772758,M,English,AP,SL,1,Pilot,2,SF,Training,0,1,1,1,,NA,,1,Pilot
small_sf_1_4,2.811772758,M,English,AP,SL,1,Pilot,2,SF,1,1,2,1,1,,NA,,1,Pilot
small_sf_1_4,2.811772758,M,English,AP,SL,1,Pilot,2,SF,2,3,4,1,1,,NA,,1,Pilot
small_sf_1_4,2.811772758,M,English,AP,SL,1,Pilot,2,SF,3,5,7,0,1,,NA,,1,Pilot
small_sf_1_4,2.811772758,M,English,AP,SL,1,Pilot,2,SF,4,2,3,1,1,,NA,,1,Pilot
small_sf_1_4,2.811772758,M,English,AP,SL,1,Pilot,2,SF,5,4,5,1,1,,NA,,1,Pilot
small_sf_1_4,2.811772758,M,English,AP,SL,1,Pilot,2,SF,6,3,4,1,1,,NA,,1,Pilot
small_sf_1_4,2.811772758,M,English,AP,SL,1,Pilot,2,SF,7,5,6,1,1,,NA,,1,Pilot
small_sf_1_4,2.811772758,M,English,AP,SL,1,Pilot,2,SF,8,1,2,1,1,,NA,,1,Pilot
small_sf_1_4,2.811772758,M,English,AP,SL,1,Pilot,2,SF,9,2,3,1,1,,NA,,1,Pilot
small_sf_1_4,2.811772758,M,English,AP,SL,1,Pilot,2,SF,10,4,5,1,1,,NA,,1,Pilot
small_sf_1_4,2.811772758,M,English,AP,SL,1,Pilot,2,Give_N,1,1,1,1,NA,NA,1,,0,
small_sf_1_4,2.811772758,M,English,AP,SL,1,Pilot,2,Give_N,2,2,2,1,NA,NA,1,,0,
small_sf_1_4,2.811772758,M,English,AP,SL,1,Pilot,2,Give_N,3,3,3,1,NA,NA,1,,0,
small_sf_1_4,2.811772758,M,English,AP,SL,1,Pilot,2,Give_N,4,4,3,0,NA,NA,1,,0,
small_sf_1_4,2.811772758,M,English,AP,SL,1,Pilot,2,Give_N,5,3,3,1,NA,NA,1,,0,
small_sf_1_4,2.811772758,M,English,AP,SL,1,Pilot,2,Give_N,6,4,3,0,NA,NA,1,,0,
small_sf_1_4,2.811772758,M,English,AP,SL,1,Pilot,2,Give_N,7,3,3,1,NA,NA,1,,0,
small_sf_1_4,2.811772758,M,English,AP,SL,1,Pilot,2,Give_N,8,4,3,0,NA,NA,1,,0,
small_sf_1_4,2.811772758,M,English,AP,SL,1,Pilot,2,Give_N,9,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_4,2.811772758,M,English,AP,SL,1,Pilot,2,Give_N,10,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_4,2.811772758,M,English,AP,SL,1,Pilot,2,Give_N,11,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_4,2.811772758,M,English,AP,SL,1,Pilot,2,Give_N,12,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_4,2.811772758,M,English,AP,SL,1,Pilot,2,Give_N,13,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_4,2.811772758,M,English,AP,SL,1,Pilot,2,Highest_count,NA,NA,10,NA,NA,NA,NA,,0,
small_sf_1_4,2.811772758,M,English,AP,SL,1,Pilot,2,HC_error,NA,NA,1,NA,NA,NA,NA,,1,Pilot
small_sf_1_5,2.836413415,M,English,AP,AP,1,Pilot,3,SF,Training,0,1,1,0,0,NA,,1,Pilot
small_sf_1_5,2.836413415,M,English,AP,AP,1,Pilot,3,SF,1,1,2,1,0,0,NA,,1,Pilot
small_sf_1_5,2.836413415,M,English,AP,AP,1,Pilot,3,SF,2,3,4,1,0,1,NA,,1,Pilot
small_sf_1_5,2.836413415,M,English,AP,AP,1,Pilot,3,SF,3,5,7,0,0,0,NA,,1,Pilot
small_sf_1_5,2.836413415,M,English,AP,AP,1,Pilot,3,SF,4,2,4,0,1,,NA,,1,Pilot
small_sf_1_5,2.836413415,M,English,AP,AP,1,Pilot,3,SF,5,4,5,1,0,1,NA,,1,Pilot
small_sf_1_5,2.836413415,M,English,AP,AP,1,Pilot,3,SF,6,3,4,1,0,1,NA,,1,Pilot
small_sf_1_5,2.836413415,M,English,AP,AP,1,Pilot,3,SF,7,5,7,0,0,0,NA,,1,Pilot
small_sf_1_5,2.836413415,M,English,AP,AP,1,Pilot,3,SF,8,1,2,1,1,,NA,,1,Pilot
small_sf_1_5,2.836413415,M,English,AP,AP,1,Pilot,3,SF,9,2,4,0,1,,NA,,1,Pilot
small_sf_1_5,2.836413415,M,English,AP,AP,1,Pilot,3,SF,10,4,6,0,1,,NA,,1,Pilot
small_sf_1_5,2.836413415,M,English,AP,AP,1,Pilot,3,Give_N,1,1,10,0,NA,NA,0,,0,
small_sf_1_5,2.836413415,M,English,AP,AP,1,Pilot,3,Give_N,2,1,10,0,NA,NA,1,,0,
small_sf_1_5,2.836413415,M,English,AP,AP,1,Pilot,3,Give_N,3,1,1,1,NA,NA,1,,0,
small_sf_1_5,2.836413415,M,English,AP,AP,1,Pilot,3,Give_N,4,2,2,1,NA,NA,1,,0,
small_sf_1_5,2.836413415,M,English,AP,AP,1,Pilot,3,Give_N,5,3,3,1,NA,NA,1,,0,
small_sf_1_5,2.836413415,M,English,AP,AP,1,Pilot,3,Give_N,6,4,10,0,NA,NA,1,,0,
small_sf_1_5,2.836413415,M,English,AP,AP,1,Pilot,3,Give_N,7,3,3,1,NA,NA,1,,0,
small_sf_1_5,2.836413415,M,English,AP,AP,1,Pilot,3,Give_N,8,4,2,0,NA,NA,1,,0,
small_sf_1_5,2.836413415,M,English,AP,AP,1,Pilot,3,Give_N,9,3,3,1,NA,NA,1,,0,
small_sf_1_5,2.836413415,M,English,AP,AP,1,Pilot,3,Give_N,10,4,8,0,NA,NA,,,0,
small_sf_1_5,2.836413415,M,English,AP,AP,1,Pilot,3,Give_N,11,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_5,2.836413415,M,English,AP,AP,1,Pilot,3,Give_N,12,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_5,2.836413415,M,English,AP,AP,1,Pilot,3,Give_N,13,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_5,2.836413415,M,English,AP,AP,1,Pilot,3,Highest_count,NA,NA,6,NA,NA,NA,NA,counted to 13 earlier during Give-N,0,
small_sf_1_5,2.836413415,M,English,AP,AP,1,Pilot,3,HC_error,NA,NA,10,NA,NA,NA,NA,,1,Pilot
small_sf_1_6,3.674195756,M,English,AP,AP,1,Pilot,3,SF,Training,0,2,0,0,0,NA,,1,Pilot
small_sf_1_6,3.674195756,M,English,AP,AP,1,Pilot,3,SF,1,1,3,0,1,,NA,,1,Pilot
small_sf_1_6,3.674195756,M,English,AP,AP,1,Pilot,3,SF,2,3,5,0,1,,NA,,1,Pilot
small_sf_1_6,3.674195756,M,English,AP,AP,1,Pilot,3,SF,3,5,7,0,0,0,NA,,1,Pilot
small_sf_1_6,3.674195756,M,English,AP,AP,1,Pilot,3,SF,4,2,3,1,1,,NA,,1,Pilot
small_sf_1_6,3.674195756,M,English,AP,AP,1,Pilot,3,SF,5,4,6,0,0,1,NA,,1,Pilot
small_sf_1_6,3.674195756,M,English,AP,AP,1,Pilot,3,SF,6,3,5,0,1,,NA,,1,Pilot
small_sf_1_6,3.674195756,M,English,AP,AP,1,Pilot,3,SF,7,5,7,0,0,1,NA,,1,Pilot
small_sf_1_6,3.674195756,M,English,AP,AP,1,Pilot,3,SF,8,1,3,0,1,,NA,,1,Pilot
small_sf_1_6,3.674195756,M,English,AP,AP,1,Pilot,3,SF,9,2,4,0,1,,NA,,1,Pilot
small_sf_1_6,3.674195756,M,English,AP,AP,1,Pilot,3,SF,10,4,5,1,0,1,NA,,1,Pilot
small_sf_1_6,3.674195756,M,English,AP,AP,1,Pilot,3,Give_N,1,1,1,1,NA,NA,0,,0,
small_sf_1_6,3.674195756,M,English,AP,AP,1,Pilot,3,Give_N,2,2,2,1,NA,NA,0,,0,
small_sf_1_6,3.674195756,M,English,AP,AP,1,Pilot,3,Give_N,3,3,3,1,NA,NA,0,,0,
small_sf_1_6,3.674195756,M,English,AP,AP,1,Pilot,3,Give_N,4,4,5,0,NA,NA,0,,0,
small_sf_1_6,3.674195756,M,English,AP,AP,1,Pilot,3,Give_N,5,3,3,1,NA,NA,0,,0,
small_sf_1_6,3.674195756,M,English,AP,AP,1,Pilot,3,Give_N,6,4,6,0,NA,NA,0,,0,
small_sf_1_6,3.674195756,M,English,AP,AP,1,Pilot,3,Give_N,7,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_6,3.674195756,M,English,AP,AP,1,Pilot,3,Give_N,8,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_6,3.674195756,M,English,AP,AP,1,Pilot,3,Give_N,9,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_6,3.674195756,M,English,AP,AP,1,Pilot,3,Give_N,10,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_6,3.674195756,M,English,AP,AP,1,Pilot,3,Give_N,11,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_6,3.674195756,M,English,AP,AP,1,Pilot,3,Give_N,12,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_6,3.674195756,M,English,AP,AP,1,Pilot,3,Give_N,13,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_6,3.674195756,M,English,AP,AP,1,Pilot,3,Highest_count,NA,NA,2,NA,NA,NA,NA,,0,
small_sf_1_6,3.674195756,M,English,AP,AP,1,Pilot,3,HC_error,NA,NA,4,NA,NA,NA,NA,,1,Pilot
small_sf_1_7,3.991786448,M,English,AP,AP,1,Pilot,CP,SF,Training,0,1,1,1,,NA,,1,Pilot
small_sf_1_7,3.991786448,M,English,AP,AP,1,Pilot,CP,SF,1,1,2,1,1,,NA,,1,Pilot
small_sf_1_7,3.991786448,M,English,AP,AP,1,Pilot,CP,SF,2,3,4,1,1,,NA,,1,Pilot
small_sf_1_7,3.991786448,M,English,AP,AP,1,Pilot,CP,SF,3,5,6,1,1,,NA,,1,Pilot
small_sf_1_7,3.991786448,M,English,AP,AP,1,Pilot,CP,SF,4,2,3,1,1,,NA,,1,Pilot
small_sf_1_7,3.991786448,M,English,AP,AP,1,Pilot,CP,SF,5,4,5,1,1,,NA,,1,Pilot
small_sf_1_7,3.991786448,M,English,AP,AP,1,Pilot,CP,SF,6,3,4,1,1,,NA,,1,Pilot
small_sf_1_7,3.991786448,M,English,AP,AP,1,Pilot,CP,SF,7,5,6,1,1,,NA,,1,Pilot
small_sf_1_7,3.991786448,M,English,AP,AP,1,Pilot,CP,SF,8,1,2,1,1,,NA,,1,Pilot
small_sf_1_7,3.991786448,M,English,AP,AP,1,Pilot,CP,SF,9,2,4,0,1,,NA,,1,Pilot
small_sf_1_7,3.991786448,M,English,AP,AP,1,Pilot,CP,SF,10,4,5,1,1,,NA,,1,Pilot
small_sf_1_7,3.991786448,M,English,AP,AP,1,Pilot,CP,Give_N,1,1,1,1,NA,NA,0,,0,
small_sf_1_7,3.991786448,M,English,AP,AP,1,Pilot,CP,Give_N,2,2,2,1,NA,NA,1,,0,
small_sf_1_7,3.991786448,M,English,AP,AP,1,Pilot,CP,Give_N,3,3,3,1,NA,NA,1,,0,
small_sf_1_7,3.991786448,M,English,AP,AP,1,Pilot,CP,Give_N,4,4,4,1,NA,NA,1,,0,
small_sf_1_7,3.991786448,M,English,AP,AP,1,Pilot,CP,Give_N,5,5,5,1,NA,NA,1,,0,
small_sf_1_7,3.991786448,M,English,AP,AP,1,Pilot,CP,Give_N,6,6,6,1,NA,NA,1,,0,
small_sf_1_7,3.991786448,M,English,AP,AP,1,Pilot,CP,Give_N,7,6,6,1,NA,NA,1,,0,
small_sf_1_7,3.991786448,M,English,AP,AP,1,Pilot,CP,Give_N,8,6,6,1,NA,NA,1,,0,
small_sf_1_7,3.991786448,M,English,AP,AP,1,Pilot,CP,Give_N,9,NA,NA,NA,NA,NA,1,,1,no data
small_sf_1_7,3.991786448,M,English,AP,AP,1,Pilot,CP,Give_N,10,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_7,3.991786448,M,English,AP,AP,1,Pilot,CP,Give_N,11,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_7,3.991786448,M,English,AP,AP,1,Pilot,CP,Give_N,12,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_7,3.991786448,M,English,AP,AP,1,Pilot,CP,Give_N,13,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_7,3.991786448,M,English,AP,AP,1,Pilot,CP,Highest_count,NA,NA,29,NA,NA,NA,NA,,0,
small_sf_1_7,3.991786448,M,English,AP,AP,1,Pilot,CP,HC_error,NA,NA,28,NA,NA,NA,NA,,1,Pilot
small_sf_1_8,4.394250513,M,English,AP,AP,1,Pilot,4,SF,Training,0,1,1,1,,NA,,1,Pilot
small_sf_1_8,4.394250513,M,English,AP,AP,1,Pilot,4,SF,1,1,2,1,0,1,NA,,1,Pilot
small_sf_1_8,4.394250513,M,English,AP,AP,1,Pilot,4,SF,2,3,4,1,1,,NA,,1,Pilot
small_sf_1_8,4.394250513,M,English,AP,AP,1,Pilot,4,SF,3,5,7,0,1,,NA,,1,Pilot
small_sf_1_8,4.394250513,M,English,AP,AP,1,Pilot,4,SF,4,2,3,1,1,,NA,,1,Pilot
small_sf_1_8,4.394250513,M,English,AP,AP,1,Pilot,4,SF,5,4,6,0,1,,NA,,1,Pilot
small_sf_1_8,4.394250513,M,English,AP,AP,1,Pilot,4,SF,6,3,5,0,1,,NA,,1,Pilot
small_sf_1_8,4.394250513,M,English,AP,AP,1,Pilot,4,SF,7,5,7,0,1,,NA,,1,Pilot
small_sf_1_8,4.394250513,M,English,AP,AP,1,Pilot,4,SF,8,1,2,1,1,,NA,,1,Pilot
small_sf_1_8,4.394250513,M,English,AP,AP,1,Pilot,4,SF,9,2,4,0,1,,NA,,1,Pilot
small_sf_1_8,4.394250513,M,English,AP,AP,1,Pilot,4,SF,10,4,6,0,1,,NA,,1,Pilot
small_sf_1_8,4.394250513,M,English,AP,AP,1,Pilot,4,Give_N,1,1,1,1,NA,NA,0,,0,
small_sf_1_8,4.394250513,M,English,AP,AP,1,Pilot,4,Give_N,2,2,2,1,NA,NA,1,,0,
small_sf_1_8,4.394250513,M,English,AP,AP,1,Pilot,4,Give_N,3,3,3,1,NA,NA,1,,0,
small_sf_1_8,4.394250513,M,English,AP,AP,1,Pilot,4,Give_N,4,4,5,0,NA,NA,1,,0,
small_sf_1_8,4.394250513,M,English,AP,AP,1,Pilot,4,Give_N,5,3,3,1,NA,NA,1,,0,
small_sf_1_8,4.394250513,M,English,AP,AP,1,Pilot,4,Give_N,6,4,4,1,NA,NA,1,,0,
small_sf_1_8,4.394250513,M,English,AP,AP,1,Pilot,4,Give_N,7,5,5,1,NA,NA,1,,0,
small_sf_1_8,4.394250513,M,English,AP,AP,1,Pilot,4,Give_N,8,6,7,0,NA,NA,1,,0,
small_sf_1_8,4.394250513,M,English,AP,AP,1,Pilot,4,Give_N,9,5,9,0,NA,NA,1,,0,
small_sf_1_8,4.394250513,M,English,AP,AP,1,Pilot,4,Give_N,10,4,4,1,NA,NA,1,,0,
small_sf_1_8,4.394250513,M,English,AP,AP,1,Pilot,4,Give_N,11,5,4,0,NA,NA,1,fixed 5 to 4,0,
small_sf_1_8,4.394250513,M,English,AP,AP,1,Pilot,4,Give_N,12,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_8,4.394250513,M,English,AP,AP,1,Pilot,4,Give_N,13,NA,NA,NA,NA,NA,NA,,1,no data
small_sf_1_8,4.394250513,M,English,AP,AP,1,Pilot,4,Highest_count,NA,NA,10,NA,NA,NA,NA,,0,
small_sf_1_8,4.394250513,M,English,AP,AP,1,Pilot,4,HC_error,NA,NA,12,NA,NA,NA,NA,,1,Pilot
small_sf_1_9,3.986310746,M,English,AP,AP,1,Pilot,CP,SF,Training,0,1,1,1,,NA,,1,Pilot
small_sf_1_9,3.986310746,M,English,AP,AP,1,Pilot,CP,SF,1,1,2,1,1,,NA,,1,Pilot
small_sf_1_9,3.986310746,M,English,AP,AP,1,Pilot,CP,SF,2,3,4,1,1,,NA,,1,Pilot
small_sf_1_9,3.986310746,M,English,AP,AP,1,Pilot,CP,SF,3,5,6,1,1,,NA,,1,Pilot
small_sf_1_9,3.986310746,M,English,AP,AP,1,Pilot,CP,SF,4,2,3,1,1,,NA,,1,Pilot
small_sf_1_9,3.986310746,M,English,AP,AP,1,Pilot,CP,SF,5,4,5,1,1,,NA,,1,Pilot
small_sf_1_9,3.986310746,M,English,AP,AP,1,Pilot,CP,SF,6,3,4,1,1,,NA,,1,Pilot
small_sf_1_9,3.986310746,M,English,AP,AP,1,Pilot,CP,SF,7,5,6,1,1,,NA,,1,Pilot
small_sf_1_9,3.986310746,M,English,AP,AP,1,Pilot,CP,SF,8,1,2,1,1,,NA,,1,Pilot
small_sf_1_9,3.986310746,M,English,AP,AP,1,Pilot,CP,SF,9,2,3,1,1,,NA,,1,Pilot
small_sf_1_9,3.986310746,M,English,AP,AP,1,Pilot,CP,SF,10,4,6,0,1,,NA,,1,Pilot
small_sf_1_9,3.986310746,M,English,AP,AP,1,Pilot,CP,Give_N,1,1,1,1,NA,NA,0,,0,
small_sf_1_9,3.986310746,M,English,AP,AP,1,Pilot,CP,Give_N,2,2,2,1,NA,NA,1,,0,
small_sf_1_9,3.986310746,M,English,AP,AP,1,Pilot,CP,Give_N,3,3,3,1,NA,NA,1,,0,
small_sf_1_9,3.986310746,M,English,AP,AP,1,Pilot,CP,Give_N,4,4,4,1,NA,NA,1,,0,
small_sf_1_9,3.986310746,M,English,AP,AP,1,Pilot,CP,Give_N,5,5,5,1,NA,NA,1,,0,
